SNP	gene	p.value	FDR	q.value
HRP1	PIL1	6.3855472367769096e-06	0.00489069062864743	0.0046580287780517
YCL026C	TCB3	8.07641149617518e-06	0.00589002976305081	0.00560982695964545
NDJ1	HSP12	8.22010334713302e-06	0.0059557907197686204	0.0056724595103673295
NGL3	TCB3	1.20545150202651e-05	0.00791819654285831	0.0075415089948357595
gOL02	LSP1	1.41413605176465e-05	0.00897124212292078	0.00854445867801527
REX4	LSP1	1.41413605176465e-05	0.00897124212292078	0.00854445867801527
PHO81	TCB2	1.55834941266755e-05	0.00963717631642058	0.009178712789171059
YOL118C	PIL1	1.7719336557984198e-05	0.010642394655176001	0.0101361104873042
NAS6	TCB2	2.11212772026612e-05	0.0121154220550364	0.0115390624506153
HRP1	HSP12	2.35914922893396e-05	0.0131347522975459	0.0125099007154885
MAK5	ACB1	2.46156500216318e-05	0.0135606354363345	0.0129155235747518
RPB5	ACB1	2.83515814110954e-05	0.0148944060596535	0.0141858435394514
NBR034W	ACB1	3.16121511806834e-05	0.0161368089788276	0.0153691423802224
NBR035W	ACB1	3.16121511806834e-05	0.0161368089788276	0.0153691423802224
NDI1	TCB3	3.18943132377175e-05	0.0162589061268274	0.015485431074863998
BNS1	TCB2	3.7267241451401395e-05	0.0181332078892799	0.0172705678195841
gBR08	ACB1	3.97539174271789e-05	0.0190008558951406	0.0180969397345944
NBR031C	ACB1	4.04203707416132e-05	0.0192146941799897	0.018300605220781998
IRA2	LSP1	5.09953486607785e-05	0.0226246772331255	0.0215483672241961
gGR12	TCB2	6.605338777039229e-05	0.0271586811554517	0.0258666777356577
GTR1	TCB3	7.659685165272421e-05	0.0302008870032574	0.0287641585750367
YBR144C	ACB1	7.772842594705981e-05	0.0305575415174526	0.0291038461809572
SKM1	HSP12	7.927207439136658e-05	0.030952480905589	0.0294799973577971
SLI15	ACB1	8.24298046419969e-05	0.0317852586255614	0.0302731578498204
NNL035W	KES1	0.000102799887444023	0.0372199141568694	0.0354492738190758
YOL118C	HSP12	0.000106116859767804	0.0381072532561728	0.0362944000751173
YCL065W	ACB1	0.000107412849173974	0.0383893158233093	0.0365630442513074
DIE2	TCB2	0.00011078030949493899	0.0392381948013796	0.0373715400260705
RTC2	ACB1	0.00012863275714720902	0.0432769503492349	0.0412181623127531
MPD2	LSP1	0.00016905403947513998	0.0520527127962247	0.0495764407505632
