SNP	gene	p.value	FDR	q.value
REX4	FMP48	9.957866967815871e-13	3.8662658392595594e-09	3.5109308331471697e-09
NBR041W	ISR1	1.03567777356294e-12	4.01074390689891e-09	3.64213042559054e-09
gOL02	FMP48	3.55553079388086e-12	1.2470408759039399e-08	1.1324296992067399e-08
IRA2	FMP48	6.26893305909029e-12	2.1109193536166998e-08	1.91691211960721e-08
PEX32	ISR1	7.1297030255590904e-12	2.3648521840411898e-08	2.14750686941272e-08
NTC20	ISR1	8.23404478469578e-12	2.7056687027599998e-08	2.45700013080856e-08
TPS1	ISR1	8.2882008492712e-12	2.72197018661506e-08	2.4718034021489902e-08
SMY2	ISR1	1.72719288025127e-11	5.32477644923509e-08	4.83539482086304e-08
PCH2	ISR1	2.39912662372679e-11	7.178204842648019e-08	6.51848107618119e-08
TAF5	ISR1	6.84154725431667e-11	1.8559307341379602e-07	1.68535861463637e-07
PGI1	ISR1	7.45975608536277e-11	2.00816600275897e-07	1.82360247077957e-07
RIM2	ISR1	7.55151050957659e-11	2.03012780787645e-07	1.8435458430007898e-07
NBR043C	ISR1	8.672444310877742e-11	2.3025270419660802e-07	2.0909098137292302e-07
YAP3	FUS3	1.3395797871251997e-10	3.40699811494353e-07	3.09387280325255e-07
STE20	FUS3	1.3395797871251997e-10	3.40699811494353e-07	3.09387280325255e-07
YHL008C	FUS3	2.0807358125181601e-10	5.10757682439397e-07	4.63815725585673e-07
KTR4	ISR1	2.62583147283824e-10	6.29590364785858e-07	5.717269106364329e-07
MED8	ISR1	3.70530423216705e-10	8.682458855230431e-07	7.88448434994274e-07
MUD1	ISR1	3.77607151212283e-10	8.834453526994909e-07	8.02250972164718e-07
MCM7	ISR1	4.775765123626611e-10	1.09007011915777e-06	9.89885577132583e-07
YBR124W	ISR1	4.82297307465002e-10	1.09833296153447e-06	9.973890104907342e-07
GRS1	ISR1	5.49861352575241e-10	1.23158390082209e-06	1.11839332078418e-06
YGR035C	KSS1	6.14904270494542e-10	1.36551786787118e-06	1.24001788414024e-06
YGL204C	SIP2	6.81881011388005e-10	1.49320643319205e-06	1.3559710388543e-06
NBR024W	ISR1	1.63078103829603e-09	3.2951392142239498e-06	2.99229446388686e-06
YHL012W	FUS3	1.69854503791596e-09	3.41477536327001e-06	3.1009352718156897e-06
SIP2	SIP2	3.0862336250804403e-09	5.842786446042599e-06	5.3057963259024105e-06
SPT16	SIP2	3.0862336250804403e-09	5.842786446042599e-06	5.3057963259024105e-06
POX1	SIP2	3.0862336250804403e-09	5.842786446042599e-06	5.3057963259024105e-06
NGL032C	SIP2	3.0862336250804403e-09	5.842786446042599e-06	5.3057963259024105e-06
NGL034W	SIP2	3.0862336250804403e-09	5.842786446042599e-06	5.3057963259024105e-06
NBR044W	ISR1	3.1476462798111794e-09	5.93916807776663e-06	5.3933198580746595e-06
MTL1	KSS1	3.56493937796147e-09	6.6510804021287e-06	6.03980280415654e-06
GSC2	KSS1	4.73313846805385e-09	8.56889420629202e-06	7.78135703172662e-06
gGL02	SIP2	7.83388072247152e-09	1.3373680844768199e-05	1.21445524913928e-05
FTH1	ISR1	8.078163751232259e-09	1.3763239307277697e-05	1.2498307994558e-05
YGR012W	KSS1	9.338751802664e-09	1.56482430489258e-05	1.4210067618003301e-05
NGL031W	SIP2	9.77433738902746e-09	1.62688424710784e-05	1.47736299121797e-05
KKQ8	TPK3	9.97998379523089e-09	1.65788659383834e-05	1.5055160204098001e-05
gCL01	HOG1	1.0685387728590201e-08	1.757513492549e-05	1.5959865584007998e-05
TRM10	FMP48	1.19357041943419e-08	1.9376123796489802e-05	1.75953318504868e-05
NBR023W	ISR1	1.1981730777867601e-08	1.9440299739623e-05	1.76536096065595e-05
NNK1	TPK3	1.27944177319667e-08	2.05693524495726e-05	1.8678895020552104e-05
MCM6	SIP2	1.7991922050535198e-08	2.79278618771088e-05	2.5361109516203198e-05
YGR017W	KSS1	1.91363370047186e-08	2.9496658918603698e-05	2.67857238942433e-05
SHU1	FUS3	2.02961041141454e-08	3.10380036972063e-05	2.8185409051108397e-05
MPD2	FMP48	2.13401517074741e-08	3.24437881294335e-05	2.9461992740141602e-05
YKL177W	TPK3	2.2033219665786402e-08	3.3361922198179306e-05	3.0295744309469703e-05
LEU2	HOG1	2.2883742785700498e-08	3.44320503252547e-05	3.12675206934461e-05
YPQ1	FMP48	2.3817820408615295e-08	3.5747670471577504e-05	3.2462226781561e-05
NGL030C	SIP2	2.49558326666312e-08	3.72967411048302e-05	3.38689277367264e-05
MDS3	SIP2	2.6756923732410402e-08	3.96127323650858e-05	3.5972064319411105e-05
MSP1	KSS1	2.8574460707601404e-08	4.19508328292384e-05	3.8095278126188896e-05
YGR022C	KSS1	3.0485040390771905e-08	4.42888013139611e-05	4.0218372083305797e-05
DUR1,2	ISR1	3.26792425556446e-08	4.69862761612254e-05	4.26679314272934e-05
GCN1	SIP2	3.8223745630057993e-08	5.37701674467521e-05	4.8828338929855604e-05
ELF1	TPK3	4.27584620482481e-08	5.94232153184995e-05	5.39618348919377e-05
HAL9	FMP48	5.1347982257874805e-08	6.990012033055301e-05	6.34758441122187e-05
YOL106W	FMP48	5.60501001223652e-08	7.534179204833879e-05	6.84173907652803e-05
BUD3	HOG1	5.75720932138286e-08	7.721427533061021e-05	7.011778064109351e-05
NKL033C	TPK3	5.944296768591571e-08	7.940327167254591e-05	7.21055939653889e-05
YKL162C	TPK3	6.17213653856015e-08	8.195303761657879e-05	7.442101981617e-05
NKL030W	TPK3	6.17213653856015e-08	8.195303761657879e-05	7.442101981617e-05
NKL029C	TPK3	6.17213653856015e-08	8.195303761657879e-05	7.442101981617e-05
NKL028W	TPK3	6.17213653856015e-08	8.195303761657879e-05	7.442101981617e-05
YOL099C	FMP48	6.38913841463822e-08	8.444109583313009e-05	7.66804092814397e-05
MDY2	FMP48	6.590569242985231e-08	8.679670961666801e-05	7.88195268195119e-05
PIR1	TPK3	6.68831557926932e-08	8.78713894915393e-05	7.97954366160227e-05
RTC2	RIM11	7.97553983186179e-08	0.00010266526080871899	9.32296548277342e-05
PIR3	TPK3	9.43835932003167e-08	0.000118963206984305	0.000108029713624466
NDJ1	FMP48	9.64312713665914e-08	0.00012118696404086499	0.00011004909292736498
gGL03	SIP2	9.78802712472241e-08	0.000122673198475828	0.000111398732740026
RAD51	SKS1	1.0243010264019699e-07	0.000127494748756253	0.00011577715115378799
YCL022C	HOG1	1.1159365456307599e-07	0.000137186305468613	0.000124577990696972
gCR02	HOG1	1.11831409033269e-07	0.000137396968746572	0.00012476929264793702
NOL019C	FMP48	1.5577340650252198e-07	0.00018340540317491499	0.000166549252364891
NOL020W	FMP48	1.5577340650252198e-07	0.00018340540317491499	0.000166549252364891
RFC4	FMP48	1.67114952927958e-07	0.000195218382949899	0.00017727654237743602
YGR051C	KSS1	1.72033815719227e-07	0.000200382813024849	0.000181966327699919
RTC2	KIN4	1.81338077168704e-07	0.000210035275174225	0.000190731665725025
NCR015C	HOG1	1.91755212613468e-07	0.00022035312863787402	0.000200101241269876
SKM1	FMP48	1.93620118279926e-07	0.00022245346449486602	0.00020200854258511298
NCS6	SIP2	1.97735230835387e-07	0.000226312791274723	0.000205513172103602
NGL038C	SIP2	1.981772746677e-07	0.00022673203337978998	0.000205893883129286
YCR041W	HOG1	2.39920832417534e-07	0.000267039915064064	0.000242497208018935
CUL3	KSS1	2.47939899792518e-07	0.000274434815240729	0.000249212468716908
NBR034W	RIM11	2.54866873316053e-07	0.000280907539508712	0.00025509030747702596
NBR035W	RIM11	2.54866873316053e-07	0.000280907539508712	0.00025509030747702596
YCL023C	HOG1	3.3818165631743497e-07	0.000358113550760793	0.00032520058356222
gKL03	TPK3	3.38492269183079e-07	0.000358238569037472	0.000325314111845206
YOL118C	FMP48	3.4258712007415e-07	0.000362124203035625	0.00032884263077732597
HRP1	FMP48	3.4455864840863e-07	0.00036388693595572596	0.0003304433570639
SNU114	TPK3	3.5917978523148e-07	0.000376340897521765	0.000341752718467102
RPB5	RIM11	3.74998269549804e-07	0.000390115945227205	0.00035426174959114
SWC4	KSS1	3.8972980447401294e-07	0.000403129762870516	0.000366079512652566
DIA4	FUS3	4.2217426960178795e-07	0.000431618904939514	0.000391950317056205
ILV6	HOG1	4.56586264971229e-07	0.00046198836648412997	0.00041952862733181
gBR09	ISR1	5.08179628718264e-07	0.000505646500647107	0.00045917429468194407
RPN14	KSS1	5.40547809424141e-07	0.0005314934338737059	0.00048264572644074406
VPS29	FUS3	5.81900905931196e-07	0.000566939755429848	0.000514834300234454
REX4	SIP2	6.05174185313587e-07	0.000585328284925968	0.000531532804131571
NBR031C	RIM11	6.186688799003741e-07	0.000596645443725145	0.000541809842344562
NBR034W	KIN4	6.45111751163848e-07	0.000618460939951997	0.000561620352414901
NBR035W	KIN4	6.45111751163848e-07	0.000618460939951997	0.000561620352414901
RPB5	KIN4	6.479228753234921e-07	0.000620758327735937	0.000563706595301883
YOL073C	FMP48	6.53658989897129e-07	0.000624455233465301	0.000567063731322034
SLI15	RIM11	7.352161693572079e-07	0.000688343610829018	0.000625080350791992
gOL02	SIP2	7.871157110750929e-07	0.0007276817899963799	0.0006608030951403241
TPO5	TPK3	8.63445248330196e-07	0.000788627421185297	0.000716147425970861
SLI15	KIN4	8.995087169339951e-07	0.000815346704745624	0.0007404110333873441
EFM5	KSS1	1.02867757259103e-06	0.0009119946435429449	0.000828176397278777
PRP18	KSS1	1.03459784750953e-06	0.000916293573258058	0.000832080227360266
MLF3	KCC4	1.26983678059956e-06	0.0010882510298177801	0.0009882336739480769
IRA2	SIP2	1.3811945659537e-06	0.0011697866083925199	0.0010622756019266699
NBR031C	KIN4	1.4200583199192699e-06	0.00119526206969843	0.00108540970245315
ECM31	RIM11	1.5958543952438802e-06	0.00132003197503535	0.00119871244104088
NBR038W	RIM11	1.67444314689666e-06	0.0013728982253591198	0.00124671993871728
YBR162W	RIM11	1.8080647810930901e-06	0.00146369803450173	0.0013291746541498099
YSC84	FUS3	1.96628914037632e-06	0.00156398360044233	0.00142024332356337
YBR174C	RIM11	2.01033168914188e-06	0.00159204628243575	0.0014457268623493
EXO5	RIM11	2.01537385388446e-06	0.0015954062370518599	0.00144877801525759
UBS1	RIM11	2.01537385388446e-06	0.0015954062370518599	0.00144877801525759
GET1	ALK1	2.13267756855091e-06	0.00166884793251304	0.0015154699406847
NBR041W	RIM11	2.1635250474259e-06	0.00168901285742785	0.00153378157769439
MAK5	RIM11	2.19432506077301e-06	0.00170726959052936	0.00155036039814376
YGL193C	SIP2	2.47792989313914e-06	0.0018800384762049601	0.00170725069822801
IME4	SIP2	2.47792989313914e-06	0.0018800384762049601	0.00170725069822801
YBR144C	RIM11	2.54710231411104e-06	0.00192011072579942	0.00174364004715124
SLX8	SKS1	2.73343230283835e-06	0.00203419245880912	0.00184723692604546
NBR038W	KIN4	2.8759837431062002e-06	0.00211816149610813	0.00192348866204592
NKL037W	TPK3	3.06551960105436e-06	0.0022255419830357	0.0020210001830086198
ARG4	FUS3	3.14934847078459e-06	0.00227527106794095	0.00206615884119635
PYC2	ISR1	3.3359011720233897e-06	0.0023810280958765197	0.0021621961096197
STE50	HOG1	3.6379623646911103e-06	0.0025483217670694103	0.0023141144030844898
YBR139W	RIM11	4.149990432332129e-06	0.00283727552452958	0.0025765114286896698
SUN4	KCC4	4.16148886901885e-06	0.0028428643301275603	0.0025815865866612698
JAC1	KSS1	4.28365723501528e-06	0.0029100517249106	0.0026425990223679103
YGL024W	ALK1	4.414615094901529e-06	0.00297705918849753	0.0027034480637270005
CSH1	KIN4	4.43039544979936e-06	0.00298433939814547	0.00271005917470265
RRI2	FMP48	4.7834034894224095e-06	0.00317391889338318	0.0028822150798666897
NBR041W	KIN4	4.798535486767669e-06	0.00318219600675969	0.00288973147262685
CSH1	RIM11	4.86476928110303e-06	0.0032127027545398	0.00291743445163895
NTC20	RIM11	5.232734178561811e-06	0.00340251335488227	0.00308980022184377
gBR08	RIM11	5.63599303608094e-06	0.0036064534826237295	0.00327499692387412
SMY2	KIN4	5.66546683680874e-06	0.0036203639246709103	0.00328762890571827
AGP2	RIM11	5.8880230711424105e-06	0.00373230654770684	0.00338928327277428
SAK1	SKS1	5.93550282376849e-06	0.00375326330317086	0.00340831396594965
ATE1	KSS1	6.2462302706175695e-06	0.00391010292281465	0.0035507390032750398
PGI1	RIM11	6.268504820214799e-06	0.00391912930640766	0.0035589358034398702
YBR162W	KIN4	6.30208831386611e-06	0.00393642637973236	0.0035746431630948204
ECM31	KIN4	7.296278737926919e-06	0.00439952380682039	0.0039951789211393
YBR174C	KIN4	7.39018764883336e-06	0.00444495732216987	0.0040364368005843705
TYR1	RIM11	7.465392466543159e-06	0.00447804397905432	0.00406648257825485
NDJ1	SIP2	7.98061985951515e-06	0.00471622021155426	0.00428276886408537
SMY2	RIM11	8.15619927707559e-06	0.0048062226540597	0.0043644994960668
MPD2	SIP2	8.20269938453086e-06	0.00482554963487098	0.00438205020149242
YBR090C	ISR1	8.241615839167281e-06	0.0048446354168292	0.0043993818758101605
BUD23	HOG1	8.4210673510647e-06	0.00493075688785289	0.00447758822286025
gBR07	RIM11	8.60287184086999e-06	0.00501284746254469	0.00455213413919884
RRN3	YPK1	9.25211862081861e-06	0.00529667659143112	0.00480987752296563
NGL041C	PTK2	9.33186466990662e-06	0.00533226730278761	0.004842197216196839
HYM1	TPK3	9.99097403801812e-06	0.00563451690866925	0.00511666811517662
EXO5	KIN4	1.03123294289821e-05	0.00577063169245929	0.005240273064014571
UBS1	KIN4	1.03123294289821e-05	0.00577063169245929	0.005240273064014571
CSH1	KSS1	1.05026224747172e-05	0.00585522621049346	0.00531709279499776
NTC20	KIN4	1.0899014558941699e-05	0.006019601149214579	0.00546636060651047
TAF5	RIM11	1.15046276069394e-05	0.00627306794309105	0.00569653215156135
NER037W	SKS1	1.15517607688377e-05	0.0062930366319706	0.00571466558790524
REX4	KIN82	1.19299298641224e-05	0.0064594057822497395	0.005865744329948371
MLF3	CTK3	1.19336733268041e-05	0.00646052859601132	0.00586676394981397
MAK5	KIN4	1.2059156791396099e-05	0.0065084518276558295	0.00591028272441455
RAD51	YAK1	1.2096013059043199e-05	0.00652481438477189	0.0059251414559856105
PCS60	ISR1	1.2446508265226699e-05	0.00666569580566944	0.00605307495694259
TRM10	SIP2	1.26397831242634e-05	0.00674215658307464	0.00612250849102405
JAC1	ALK1	1.2743082110337899e-05	0.00678038764629999	0.0061572258705945605
RRN6	FUS3	1.29725555057519e-05	0.006870734308282471	0.00623926908604166
IMG1	HOG1	1.3066724795434401e-05	0.00690899698113039	0.006274015170104529
gCL01	GAL83	1.30727049888898e-05	0.00691093830264179	0.00627577807152797
SPE1	TPK3	1.3288076951447802e-05	0.0069939173384489395	0.00635113079362014
PCH2	RIM11	1.34941973910256e-05	0.00706884716418338	0.00641917408045833
MCM7	RIM11	1.3569805470819801e-05	0.00709789623819993	0.00644555335541749
GET1	KSS1	1.3955932672188e-05	0.007250439242601441	0.006584076664419129
MDY2	SIP2	1.39926052506904e-05	0.0072663637236901795	0.0065985375820023
KTR4	RIM11	1.42777635428335e-05	0.00737149113166915	0.00669400309664291
SLX1	ISR1	1.4474151706261701e-05	0.007454352480382859	0.00676924894785185
SSH4	YPK1	1.49445138716159e-05	0.00763876967138745	0.00693671699815655
SRP21	YPK1	1.49445138716159e-05	0.00763876967138745	0.00693671699815655
YGL235W	PTK2	1.51574535850337e-05	0.0077245301937157	0.00701459557004663
YOL106W	SIP2	1.53026090137301e-05	0.00777930094960222	0.0070643325368232295
RIM2	KIN4	1.5754028864364802e-05	0.00794262496356487	0.007212646010405991
OM14	ISR1	1.60822572617743e-05	0.00807597495482177	0.00733374026914776
STE50	YCK3	1.67574677970071e-05	0.00832544912362816	0.007560286137370759
RIM2	RIM11	1.68407567082096e-05	0.00835134003953845	0.00758379750951825
gCL01	YCK3	1.70683322478191e-05	0.00843676369582495	0.0076613701755494
YBR144C	KIN4	1.7474262890573598e-05	0.00857880559620371	0.00779035750036668
TYR1	KSS1	1.75734182431746e-05	0.00861655926976485	0.0078246413654916
EXO5	KSS1	1.7997532327028602e-05	0.00876383505690496	0.00795838154879605
UBS1	KSS1	1.7997532327028602e-05	0.00876383505690496	0.00795838154879605
GSY2	RCK2	1.81348055800794e-05	0.00880990002852761	0.00800021284957102
YKL147C	YPK1	1.8159174269975898e-05	0.00881862572369364	0.00800813659653324
NKL026W	YPK1	1.8159174269975898e-05	0.00881862572369364	0.00800813659653324
SHE10	SIP2	1.86442826030413e-05	0.00899101493792885	0.00816468211945474
MTC3	SIP2	1.86442826030413e-05	0.00899101493792885	0.00816468211945474
YBR225W	ISR1	1.89147550689993e-05	0.009089234368840559	0.00825387454510235
ROT2	ISR1	1.89502969847566e-05	0.00910266051827795	0.008266066743981091
ATE1	ALK1	1.9539398574090803e-05	0.00932025255902211	0.0084636606593137
YBR162W	KSS1	1.97829741678912e-05	0.00940006387491934	0.00853613679558252
YBR226C	ISR1	2.03982126459502e-05	0.009623659724097141	0.00873918273025945
YLR257W	RCK2	2.07395648394599e-05	0.00973866038202357	0.0088436140788869
PGI1	KIN4	2.12505509449447e-05	0.009911790124308609	0.00900083207050847
IRA1	RIM11	2.1734313412764998e-05	0.010085528332229001	0.00915860260581136
YBR225W	KCC4	2.21114918031478e-05	0.0102193651540751	0.00928013895224116
YBR085C	ISR1	2.2733280703914398e-05	0.0104328850333354	0.009474034964246559
PRP18	ALK1	2.2780648042017498e-05	0.0104483238790772	0.009488054879533421
FTH1	RIM11	2.2822219949096397e-05	0.0104614340855049	0.00949996017262233
RPN14	ALK1	2.28820396136755e-05	0.0104726008177709	0.00951010060948004
YJR008W	CTK2	2.2974385544752103e-05	0.0105030396363111	0.00953774190239167
CUL3	ALK1	2.31813935997e-05	0.0105774838618367	0.009605344218842241
YKL131W	YPK1	2.32946547372244e-05	0.010613794594699	0.00963831775891446
YPQ1	SIP2	2.33166173808288e-05	0.0106205684323907	0.009644469036813909
AGP1	HOG1	2.3479187952501897e-05	0.0106735051348477	0.00969254051161374
YLR271W	RCK2	2.3602189497261702e-05	0.0107147765950434	0.009730018855875171
SLX8	YAK1	2.36523689097962e-05	0.0107269826702168	0.00974110311325937
SAK1	YAK1	2.41383294503596e-05	0.0108945606775431	0.0098932796105154
TAF5	KIN4	2.4752755150737697e-05	0.0111148967491752	0.0100933653624294
SAK1	CDC15	2.4921193836804603e-05	0.0111746076954244	0.0101475884839059
YCL026C	HOG1	2.57165704460112e-05	0.0114327828971755	0.0103820357034886
PCS60	KCC4	2.62218927430233e-05	0.0116046101597157	0.010538070921735
MED8	RIM11	2.62305977881878e-05	0.0116052891347964	0.0105386874945847
PYC2	RIM11	2.6264287422000898e-05	0.0116132829184715	0.0105459465974879
SDS22	TPK3	2.65495131106828e-05	0.0117040071305684	0.0106283326637355
HAL9	SIP2	2.6729946094499802e-05	0.0117610328784738	0.0106801173740809
PHO3	ISR1	2.68588583726774e-05	0.0117928869296738	0.0107090438305555
gOL02	KIN82	2.7225789986143302e-05	0.011903339575468002	0.0108093451589804
PCH2	KIN4	2.7720040240374298e-05	0.0120576580945278	0.0109494808012818
YBR138C	RIM11	2.77435678340479e-05	0.0120651510733943	0.0109562851265994
CCZ1	RIM11	2.7978694960307897e-05	0.012139187084443	0.0110235167461415
YHL017W	FUS3	2.83952067032617e-05	0.0122860664377303	0.0111568969304457
YBR139W	KIN4	2.86125256488671e-05	0.0123545984406996	0.0112191303960907
gBR08	KIN4	2.99189391058747e-05	0.0127763835848392	0.0116021507389978
NNL035W	YPL150W	3.0362968154698804e-05	0.0129180857648493	0.0117308295659604
DIG1	SWE1	3.0600400276216305e-05	0.0129919280988962	0.0117978853086785
NER037W	YAK1	3.0927282532384604e-05	0.0130826390316134	0.0118802593160078
TYR1	KIN4	3.09289220562888e-05	0.0130826390316134	0.0118802593160078
EFM5	ALK1	3.33042079659221e-05	0.0137844815915265	0.0125175979745637
gBR09	RIM11	3.40528906733896e-05	0.0140023966230644	0.0127154851957329
REX4	SGV1	3.64463286071459e-05	0.0147186795612333	0.0133659370677531
NBR051C	KIN4	3.69120727661356e-05	0.0148533304740719	0.0134882126849122
NBR056W	KIN4	3.70197424445573e-05	0.0148819886627114	0.0135142369994058
YGL176C	SIP2	3.75117924490624e-05	0.0150253552821562	0.0136444272929809
VPS63	RCK2	3.75387996340686e-05	0.0150341197525431	0.0136523862514687
YGL024W	KSS1	3.85606192307302e-05	0.0153131243809182	0.0139057485377363
gOL02	SGV1	4.08645323268057e-05	0.0159636611063301	0.0144964967020634
gLR07	RCK2	4.120380446797029e-05	0.0160636910384555	0.014587333232074
SWC4	ALK1	4.1237418314064294e-05	0.016072297102021998	0.0145951483423597
YLR269C	RCK2	4.16487270166276e-05	0.016173819056411	0.0146873397680724
OM14	KCC4	4.27936767502636e-05	0.0164943051734736	0.0149783711241072
SLA1	FUS3	4.31232232121164e-05	0.0165786321989022	0.015054947946797
NBR043C	RIM11	4.34781360213892e-05	0.0166808013269471	0.0151477270666926
NER037W	CDC15	4.359480465812971e-05	0.0167127105495201	0.0151767036239318
IST2	ISR1	4.4423662164061e-05	0.0169134992904209	0.0153590385720926
IRA2	KIN82	4.48703691901278e-05	0.0170315865360984	0.0154662728309582
SLX1	RIM11	4.6786553464181396e-05	0.0175805826332723	0.015964812611972
SHU1	ELM1	4.78886270040301e-05	0.0178791185516037	0.0162359111354694
PIG1	RCK2	4.94302948410013e-05	0.0183108229937594	0.0166279391283146
RED1	RCK2	4.997622051870471e-05	0.018445717408238	0.0167504358677274
NBR051C	ISR1	5.02113647091808e-05	0.0185005718501704	0.0168002488292573
SKM1	SIP2	5.31407126629524e-05	0.0192377445094984	0.0174696705210372
RPB5	YAK1	5.33732664330241e-05	0.019302091195855	0.0175281033279193
YLR294C	RCK2	5.35748157817516e-05	0.0193527692234257	0.0175741237147623
MPD2	SGV1	5.37943038491451e-05	0.0194121435540328	0.0176280411577662
ROT2	RIM11	5.4448715885233e-05	0.0195904699377011	0.0177899781855895
NBR056W	KCC4	5.50760112347245e-05	0.0197502168919672	0.0179350433545541
NPL002C	SWE1	5.6135956926515895e-05	0.0200397332938256	0.0181979513138736
YOL099C	SIP2	5.614141360802679e-05	0.020040486302238997	0.0181986351159105
KTR4	KIN4	5.6211588742986e-05	0.0200559699216555	0.0182126956898799
SDH3	YPK1	5.6318272922193504e-05	0.0200772832090677	0.0182320501473959
ILV6	GAL83	5.88020669266405e-05	0.0207277402685491	0.0188227259676103
NBR050C	ISR1	5.920835737335389e-05	0.0208346567563637	0.0189198161339998
YCL022C	GAL83	6.03440786150916e-05	0.0211214331066062	0.019180235870288997
BOP2	RCK2	6.134125237376371e-05	0.0213716542918116	0.0194074600992397
MED8	KIN4	6.22303708238522e-05	0.0216022302855568	0.0196168446577466
YBR225W	RIM11	6.25736826077474e-05	0.0216962457745041	0.0197022195110706
LEU2	GAL83	6.33068787271221e-05	0.0218595300640124	0.019850496911135
YBR137W	RIM11	6.41207336934739e-05	0.0220754043397334	0.0200465309352355
PYC2	KCC4	6.5462317493663e-05	0.0223789957786092	0.0203222203440198
PEX32	RIM11	6.58138574104792e-05	0.0224634056793153	0.0203988724252096
YLR252W	RCK2	6.58435313632062e-05	0.022470825011471	0.0204056098724286
SLX1	KCC4	6.886465247217691e-05	0.0232055584174869	0.0210728164941591
gER03	CDC15	6.913378133974139e-05	0.0232674367765192	0.0211290078290707
ROT2	KIN4	6.94299745875471e-05	0.0233421913671084	0.0211968919860145
NHR001C	ELM1	6.94871482112179e-05	0.0233561667836626	0.0212095829707854
MLF3	TOR2	6.96665861711082e-05	0.0233915281853249	0.0212416944293765
ROT2	KCC4	6.98453213593386e-05	0.0234370826082059	0.0212830621041636
MCM5	RCK2	7.10828445056813e-05	0.0237458703066301	0.0215634702024081
AGP1	GAL83	7.143829444769709e-05	0.0238273854555111	0.0216374935783147
LEU2	YCK3	7.20516646130179e-05	0.0239838663627149	0.0217795928712092
NKL025W	YPK1	7.33781675267449e-05	0.0242715802557897	0.0220408639840395
YGL217C	SIP2	7.596319703924079e-05	0.0248778618465245	0.022591424348737
NHL003W	FUS3	7.831051209874549e-05	0.0254516901421624	0.0231125140874792
gNL07	KCC4	7.90819603979381e-05	0.025628680874536	0.023273238219059
DUR3	FUS3	7.92229810540574e-05	0.0256604924329966	0.0233021260881537
GSY2	GAL83	7.94639852086376e-05	0.0257121242875215	0.023349012639043
gER03	SKS1	8.05166121495677e-05	0.0259388833285477	0.0235549310476401
NBR051C	KCC4	8.07095641795005e-05	0.0259929384459182	0.0236040181477402
PEX32	KIN4	8.52703703986783e-05	0.0269831055081496	0.0245031824094043
YNL046W	CMK2	8.6273615541083e-05	0.0271996177019364	0.0246997957227465
RPB5	MAD3	8.646392782643241e-05	0.0272452705865445	0.0247412528099869
YBR138C	KIN4	9.04489662167915e-05	0.0281279136652137	0.0255427752423288
ALK2	FUS3	9.10639193159884e-05	0.0282384973474608	0.0256431955641033
YJL007C	CTK2	9.110795046844109e-05	0.0282492069610135	0.0256529208944341
SLX1	KIN4	9.25055442360045e-05	0.0285480072618438	0.0259242595019571
SPO11	FUS3	9.73385539027241e-05	0.0296030988309198	0.0268823812855259
YGR012W	ALK1	9.744398872890171e-05	0.0296186141355463	0.0268964706326282
PRE3	CTK2	9.8187801160499e-05	0.0297555706045007	0.0270208399102832
MUD1	RIM11	9.859257563290509e-05	0.0298272811254581	0.0270859597674161
