SNP	gene	p.value	FDR	q.value
NLR121W	PET10	4.6282645366844e-11	1.3082838611417e-07	1.1880440553127902e-07
CEP3	PAH1	6.472812634676179e-11	1.7655022575624001e-07	1.60324110389002e-07
gLR07	PET10	5.038522871974371e-10	1.14047908144312e-06	1.0356616275421101e-06
YBR032W	ETR1	2.9817236716145696e-09	5.67077525223066e-06	5.14959408086578e-06
NBR002C	ETR1	6.291170449062429e-09	1.1022909428367e-05	1.0009832275385901e-05
GSY2	QCR6	9.96393589888391e-09	1.65575782863727e-05	1.50358290259232e-05
SEC72	PET10	1.3168338741458998e-08	2.11081489219508e-05	1.91681725887044e-05
MLF3	GDS1	1.35891227483151e-08	2.1701299818090698e-05	1.97068090551418e-05
YLR257W	QCR6	2.2279793698002998e-08	3.365866283838e-05	3.05652125525867e-05
NMR044C	PAH1	2.91316260971588e-08	4.26433372530739e-05	3.8724136884178604e-05
RED1	QCR6	5.104127747315219e-08	6.95933695105225e-05	6.319728568998039e-05
RCR1	ETR1	6.22189368102103e-08	8.24856532806215e-05	7.49046846325197e-05
GSY2	ALG6	8.973325480140551e-08	0.00011389307284901399	0.000103425557830773
NEJ1	QCR6	1.00407322229593e-07	0.00012539410534831598	0.00011386957055353999
VPS63	QCR6	1.03691480405397e-07	0.00012863688749015302	0.000116814319900919
FLR1	ETR1	1.1461862092310601e-07	0.000140532968625226	0.000127617073717442
NDE1	PAH1	1.3015095852112597e-07	0.000156909927451206	0.000142488883387499
YLR294C	PET10	1.53294503283408e-07	0.000180878057591503	0.000164254186297598
YLR257W	ALG6	1.76283865056794e-07	0.00020497431230959	0.000186135838302496
YLR232W	PET10	1.9857839213634397e-07	0.000227104149717104	0.000206231799552137
YLR236C	PET10	2.87845270208698e-07	0.00031231091838643797	0.00028360751135039704
ATP14	PET10	3.8447280472117e-07	0.00039865628215713197	0.000362017173946152
NLR116W	QCR6	4.6678546022452e-07	0.000470717166559276	0.000427455193841803
YLR235C	PET10	5.06725540058547e-07	0.000504535066590604	0.00045816500865242097
CST9	MAS1	5.12210128621461e-07	0.000509149198991796	0.00046235507224066903
SFP1	MAS1	6.80799755230085e-07	0.0006449292563545581	0.000585656058189609
BDF1	MAS1	6.98861813521721e-07	0.0006597709829526209	0.0005991337334702781
gBL05	ETR1	7.104473072540229e-07	0.000668781918500155	0.0006073165053656
STE23	MAS1	7.74285559221689e-07	0.000717149298121777	0.00065123860785212
UTP20	ETR1	9.927577069830651e-07	0.0008855255275642961	0.000804139965414232
VPS63	ALG6	1.02901196490686e-06	0.000912156031534069	0.000828322952662631
RED1	ALG6	1.1677136930954598e-06	0.0010146748990650801	0.0009214196687081221
NNL035W	GDS1	1.6670954660025601e-06	0.00136856056830187	0.00124278094058858
RGA1	QCR8	1.7725686423782501e-06	0.0014387718099104	0.00130653931190743
gNL07	GDS1	1.8625857965319698e-06	0.00149702164074876	0.00135943560399353
GSY2	COX13	1.95074859646171e-06	0.00155390440423849	0.00141109047112211
CDC73	MAS1	2.5731430535625e-06	0.0019365713983255897	0.00175858787668734
SUN4	GDS1	2.66137302552162e-06	0.0019909607563925	0.0018079784985874398
VPS63	COX13	2.7896574212349603e-06	0.00206627471341527	0.0018763706125472699
RED1	COX13	2.9718414172916803e-06	0.00217219330584974	0.00197255459664002
PIG1	QCR6	3.1569561029841204e-06	0.00227980082177846	0.0020702722811603604
NEJ1	COX13	3.37298886457785e-06	0.00240226005707877	0.00218147671533393
gLR07	ALG6	3.42369628909719e-06	0.00242758332974193	0.0022044726143449303
PIG1	ALG6	3.49120745842888e-06	0.0024677548396772	0.00224095210093731
AFG2	MAS1	3.79425216816509e-06	0.0026355253097756198	0.0023933033723834802
REX4	MDH1	4.24350306784538e-06	0.0028870321104217896	0.00262169506034459
gLR08	PET10	4.36225948137394e-06	0.00294906030383944	0.0026780224588858603
NLR136W	MAS1	4.9659442567315e-06	0.00326895470331625	0.002968516480034
YLR271W	QCR6	5.2112706139571705e-06	0.00339212956594532	0.0030803707707249698
RGA1	COX4	5.27596506524111e-06	0.00342371989782723	0.0031090577454040698
MCP2	QCR6	5.52299050953371e-06	0.00354939704181106	0.0032231843414995
BOP2	QCR6	5.646837128696309e-06	0.0036100003649081397	0.0032782178245808
MCM5	QCR6	5.871305325129071e-06	0.00372407522838066	0.0033818084652930303
RGA1	COR1	5.88050351395763e-06	0.0037291193413397897	0.0033863889914261
YSH1	QCR6	5.93548355687622e-06	0.00375326330317086	0.00340831396594965
YLR281C	QCR6	6.0150753968778195e-06	0.00379276445567512	0.003444184705324
YLR282C	QCR6	6.0150753968778195e-06	0.00379276445567512	0.003444184705324
YLR269C	QCR6	6.36463162498011e-06	0.00396597565478531	0.00360147666735806
MCM5	ALG6	6.40990106752834e-06	0.00398656134569377	0.00362017039922674
YLR252W	QCR6	6.42906083894861e-06	0.00399531163028972	0.0036281164756901702
YLR257W	COX13	6.47308105897842e-06	0.00401558453833863	0.0036465261714808
MEC3	QCR6	6.50663531866692e-06	0.00403180202849369	0.00366125316868919
RPN13	MAS1	6.9882262670346605e-06	0.00426141368693424	0.00386976202058525
VPS36	MAS1	7.27909471878949e-06	0.00439093108665549	0.0039873759279097
RPT5	COX4	7.65248194611291e-06	0.00456283865937174	0.00414348407530408
SAM1	PET20	7.79590238232983e-06	0.0046257801917071704	0.00420064087096931
YLR269C	ALG6	8.667982927340449e-06	0.00504376270404002	0.00458020806869381
UBC12	PET10	9.231021438211e-06	0.0052881245782910105	0.00480211149552018
YLR271W	ALG6	1.01878389064462e-05	0.00571646324721328	0.00519108305160864
gOL02	MDH1	1.02916976345602e-05	0.0057623179444492205	0.0052327234035822205
CDA2	PET10	1.09680451219477e-05	0.00604434489335574	0.00548883023944429
RAS1	COX4	1.2557638376823402e-05	0.00670878073179443	0.00609220009780593
LDB7	ETR1	1.2593767826758801e-05	0.006723646882038479	0.0061056999520404795
MET17	PET10	1.29075933393042e-05	0.00684662458364202	0.00621737520208798
YLR252W	ALG6	1.33558280073835e-05	0.00701450582224511	0.006369827061691979
TDA5	MAS1	1.3490246235641699e-05	0.00706739575118225	0.00641785606176296
YLR428C	MAS1	1.6757986622185998e-05	0.00832544912362816	0.007560286137370759
SPH1	PET10	1.6770891600539e-05	0.00832703975855602	0.0075617305825912
MLF3	CBP1	1.72942607923353e-05	0.008513473147799459	0.00773102952938798
YCL026C	RIB3	1.89704009097363e-05	0.009107202553074921	0.00827019133620441
YSH1	ALG6	1.9634594837725302e-05	0.00935108239086989	0.008491657028863859
IRA2	MDH1	1.98474992750832e-05	0.00942399215579489	0.00855786591163479
VPS65	PET10	2.02762769081003e-05	0.009578208283315041	0.00869790857284577
ZAP1	PET20	2.03822006813256e-05	0.00961837929806112	0.00873438760976004
YOR102W	COX4	2.2096637244175898e-05	0.0102156541974781	0.00927676905671966
RPT5	QCR8	2.2556455227672197e-05	0.0103705771266518	0.00941745355990984
IKS1	PET20	2.27704010677152e-05	0.0104455554623123	0.009485540898295909
CDC3	PET10	2.3461004869430398e-05	0.0106685285509176	0.009688021308152191
RAS1	QCR8	2.6359349473508603e-05	0.0116381718151432	0.0105685480424895
NLR116W	ALG6	2.7760222101112104e-05	0.0120697635469072	0.010960473683761999
ATG23	MAS1	3.2120415081801e-05	0.0134216324635433	0.0121880970441618
YLR236C	ALG6	3.28367964323654e-05	0.0136334348195663	0.0123804333844992
YOR121C	COX4	3.3105220603038694e-05	0.0137248935313993	0.0124634864451743
REX4	COQ5	3.33600057785766e-05	0.0137970840091447	0.0125290421479411
YLR317W	PET10	3.4380058464151895e-05	0.014094887651478	0.0127994756963729
gLR13	MAS1	3.51729252169194e-05	0.0143447240793033	0.0130263505296522
SLA1	ETR1	3.891735690735321e-05	0.0154014895345305	0.0139859923583352
NOR010W	COX4	3.93263119981123e-05	0.0155215838365668	0.0140950492120112
IRC14	QCR8	4.0035312535794606e-05	0.0157184937166756	0.0142738617919444
MCP2	ALG6	4.04026527046215e-05	0.0158243467592004	0.014369986250591
NEJ1	ALG6	4.095370440866429e-05	0.0159878791712705	0.014518488969138002
AGP1	RIB3	4.11709326597005e-05	0.0160569775278585	0.0145812367368164
gOL02	COQ5	4.20734447985823e-05	0.0163006541463292	0.0148025178873308
YOR102W	QCR8	4.250009999750321e-05	0.0164075571437807	0.0148995958032095
NLR118C	QCR6	4.5888933921387895e-05	0.0173270287972935	0.0157345620245548
IDH2	QCR8	5.32253679095575e-05	0.0192602387580596	0.0174900974016826
NNT1	QCR6	5.48481447644866e-05	0.0196950894645232	0.0178849824966586
CTS1	QCR6	5.48481447644866e-05	0.0196950894645232	0.0178849824966586
gCL01	SLS1	5.6808606606440794e-05	0.0202087656216879	0.0183514484701385
MEC3	COX13	6.272593636153821e-05	0.0217301597082562	0.0197330165334778
YOR121C	QCR8	6.30557584035223e-05	0.021811605439808	0.0198069768719599
IFH1	PET10	6.46095469224345e-05	0.0221697506700736	0.0201322062234741
YML083C	PET20	6.46536229114058e-05	0.0221747074327421	0.0201367074273771
RPB5	ISF1	6.586948998724261e-05	0.0224758405129404	0.0204101644166541
gLR07	QCR6	6.60554189969869e-05	0.0225136203986618	0.0204444720848711
YML084W	PET20	6.80987017322129e-05	0.0230265110110511	0.0209102247102556
NOL019C	MDH1	6.90907290601832e-05	0.0232568615011139	0.0211194044903368
NOL020W	MDH1	6.90907290601832e-05	0.0232568615011139	0.0211194044903368
RAS1	QCR9	7.08935382164853e-05	0.0236996809116636	0.0215215259136047
NLR116W	COX13	7.0962800466823e-05	0.0237176789557568	0.0215378698202502
MAK5	ISF1	7.122874590977259e-05	0.0237866466065947	0.0216004988948879
ATG39	PET10	7.14472425475944e-05	0.0238277150881877	0.021637792915602
MCP2	COX13	7.21623643871577e-05	0.0240113700173658	0.0218045687609056
YCL023C	RIB3	7.226355200152459e-05	0.0240362868284947	0.021827195554843998
YOR121C	COR1	7.374863924799491e-05	0.0243645083003101	0.0221252513361605
YHC3	PET20	7.38600746553574e-05	0.0243927777136213	0.0221509226063099
IRA2	COQ5	7.59099250440837e-05	0.0248680412459803	0.0225825063253305
VAM3	COX4	7.707301939686641e-05	0.0251532682823753	0.0228415191398032
NGL041C	ALG6	8.277126825115291e-05	0.0264463743419004	0.0240157803322993
NLR076W	PET20	8.60137646650457e-05	0.0271448532573919	0.0246500644872585
NLR121W	QCR6	8.65943567791672e-05	0.0272743473957286	0.0247676572710711
MPD2	MDH1	8.68723798068555e-05	0.0273279500846103	0.0248163335238066
CDC16	COX17	8.80519407326946e-05	0.0275985869038968	0.0250620970571284
NNL035W	ALG7	8.80789021551369e-05	0.027600563349066003	0.0250638918541168
YBR144C	ISF1	8.875882544675172e-05	0.0277478831006987	0.0251976719612906
NBR034W	ISF1	8.94935258223818e-05	0.0279250724737208	0.0253585764771499
NBR035W	ISF1	8.94935258223818e-05	0.0279250724737208	0.0253585764771499
RGA1	QCR9	8.953820462024151e-05	0.0279331904449387	0.0253659483539521
YLR312W	PET10	8.9643551237875e-05	0.0279558583584757	0.0253865329386312
RGA1	COX13	9.20119380478668e-05	0.028451711655677003	0.0258368140890332
YOR131C	QCR8	9.525202286688321e-05	0.0291669755214007	0.0264863405480018
IRC14	COX4	9.599354742391059e-05	0.0293176575208787	0.0266231738905504
YLR232W	ALG6	9.669122878699828e-05	0.0294676031349636	0.0267593385263187
RTC2	ISF1	9.722379625375129e-05	0.0295877369357893	0.0268684312485881
MDY2	MDH1	9.853015350237171e-05	0.0298185673926995	0.0270780468834381
LEU2	SLS1	9.96746877597578e-05	0.0300555554439932	0.0272932541896522
RGA1	QCR2	0.000102410298697771	0.0306198149808053	0.0278056546008124
NBR031C	ISF1	0.00010385054715151099	0.0309130389673308	0.0280719293936259
RAS1	COX13	0.000108315837413552	0.031802642185562	0.0288797722833826
EXO5	ISF1	0.000109368821748494	0.0320207296880036	0.0290778161242563
UBS1	ISF1	0.000109368821748494	0.0320207296880036	0.0290778161242563
YLR281C	COX13	0.00011060349624628701	0.0322804425527933	0.0293136596856317
YLR282C	COX13	0.00011060349624628701	0.0322804425527933	0.0293136596856317
YML079W	PET20	0.00011294266728115701	0.0327609935906282	0.029750044953945
HAL9	MDH1	0.000114525284459391	0.033081288575733996	0.0300409027442943
gBR08	ISF1	0.000115895928789495	0.0333318795664221	0.0302684627911958
YBR174C	ISF1	0.00011758608683871799	0.0336723932178701	0.0305776810207953
ALK2	ETR1	0.000117899148550902	0.033731388113748	0.0306312539015922
TRM10	MDH1	0.00012069582252606001	0.0342985358532378	0.0311462770707971
YOL099C	MDH1	0.00012702630374540302	0.0355346532813027	0.0322687872581501
RPT5	COX13	0.000128112100927743	0.0357487391086003	0.032463197203883
NNL035W	COX17	0.00013537931495553502	0.0370810186793849	0.0336730316068725
CTF3	MAS1	0.000138761126281432	0.0377225552547255	0.034255606793525
YOR102W	QCR9	0.00014081784269953402	0.0381241480495165	0.0346202905954728
UBX6	PET20	0.000142959899436271	0.0385593512026063	0.035015495744934996
YLR311C	PET10	0.000143898332168399	0.0387182743238744	0.0351598127965187
TRS33	COX4	0.000144418912155559	0.0388217060887087	0.0352537385086607
YLR162W	PET20	0.000144477459170186	0.0388285626114801	0.0352599648723427
YOL106W	MDH1	0.000145283930999564	0.0389597738906166	0.0353791169805344
RGA1	QCR10	0.000147246167619176	0.0393021945393411	0.0356900669419431
CDC73	PET9	0.00014872187583843	0.0395662509641758	0.0359298548619119
IRC14	COR1	0.000156565143146969	0.0410286472619964	0.0372578474174579
IRC8	PET20	0.000156617667157443	0.0410327227209323	0.0372615483151799
SAK1	QCR10	0.000159659860245966	0.0415963751484604	0.0377733974143525
YLR252W	COX13	0.00016008963028250702	0.0416485305279951	0.0378207593748941
GYL1	PAH1	0.000160619596964867	0.0417139049740093	0.0378801254836291
YLR235C	ALG6	0.000161467444373016	0.041857835883669994	0.0380108282054748
NOR011W	QCR8	0.000162094097841884	0.041965772905428994	0.038108845112094
YPQ1	MDH1	0.000162512413495525	0.0420275561189545	0.0381649500459905
PCH2	ISF1	0.00016479828470961498	0.0424237212084302	0.0385247049840841
RTT101	PET20	0.00016630822180002	0.0426586564421802	0.038738048140054
BOP2	ALG6	0.000168621681622176	0.0430176916747801	0.0390640856968926
NDJ1	MDH1	0.000169569725903776	0.0431822686505311	0.0392135369769167
NOR010W	QCR8	0.00017069380416308202	0.0433584483250977	0.0393735245921831
NML007W	PET20	0.000172747996232563	0.0436850459421469	0.0396701057615603
PIF1	PET20	0.000173664875988163	0.0438428348385098	0.0398133928308932
gBR07	ISF1	0.000175340758013954	0.0441067825209119	0.0400530820025671
BUD3	SLS1	0.0001809306774597	0.0450577443727785	0.0409166442679864
RPT5	QCR9	0.00018201253226405402	0.0452459711176603	0.0410875717493609
ILV6	SLS1	0.00018265324971213602	0.0453321015047593	0.0411657861930408
YGL235W	ALG6	0.00018345732769006499	0.0454506457453329	0.0412734354459959
NER037W	QCR10	0.000183790484756694	0.0455030567683285	0.0413210295546999
SKM1	MDH1	0.000183866605319404	0.045518034173439005	0.0413346304387542
YCL022C	SLS1	0.000190065840117758	0.0465447282086836	0.0422669646067635
IDH2	COX4	0.00019159389646108602	0.0468032554903431	0.0425017315478184
YBR139W	ISF1	0.00020093290054354	0.0483398972146782	0.0438971458917273
YBR162W	ISF1	0.000201585940326987	0.0484483335008331	0.0439956161770936
VTA1	PET20	0.000205634334849115	0.0491078660623054	0.044594533401570005
SEC72	ALG6	0.00021092175417931498	0.049914621871372	0.0453271430985315
YCL023C	SLS1	0.000216090816219594	0.0507009926457823	0.0460412412782602
gCL01	COX11	0.000218159178894527	0.0510542364521668	0.0463620196786643
CDC73	COX13	0.000219469176378841	0.0512606208896484	0.0465494360424532
gNL07	COX17	0.000222325627702159	0.0516798062328087	0.0469300955230198
RPT5	COR1	0.00022356354433123197	0.0518719641553879	0.0471045928812631
YNL046W	GDS1	0.00022907122259947798	0.0527258088194086	0.0478799636607856
MPD2	COQ5	0.000231161028605873	0.0530477479547152	0.0481723144932263
YOR102W	COX13	0.000232771269700871	0.053296742431466995	0.0483984247562184
PGI1	ISF1	0.000238704785165941	0.0542404440459233	0.049255394047320995
RFC4	MDH1	0.00024027666462281201	0.054487697616259	0.0494799234045324
NGL3	MDH1	0.000241015630946946	0.0545894249456658	0.0495723013299615
